"","Logo","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Status","Mature","Language","URL"
"41","https://static-cdn.jtvnw.net/jtv_user_pictures/1ba39024-9e20-4733-9b46-6b95e431dd54-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Recuerd0p","6436665","10305","2960","625","349993","Partner","false","Spanish","https://www.twitch.tv/recuerd0p"
"42","https://static-cdn.jtvnw.net/jtv_user_pictures/8d6f9193-7b21-4933-bf91-402eb32f22ea-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Zemie","6321420","8445","1590","749","1225957","Partner","false","English","https://www.twitch.tv/zemie"
"43","https://static-cdn.jtvnw.net/jtv_user_pictures/4d97658e-77ff-415f-871d-a68d13df70a6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Radossb","6034605","9135","4698","661","76523","Partner","false","Spanish","https://www.twitch.tv/radossb"
"44","https://static-cdn.jtvnw.net/jtv_user_pictures/6e137852-1f51-4cb4-b678-109fd74ae9ce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MykeTV","5690340","8520","2129","668","100853","Partner","false","Italian","https://www.twitch.tv/myketv"
"45","https://static-cdn.jtvnw.net/jtv_user_pictures/6d973951-7bd3-4d1c-9039-682c84767c2f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","fnrax","5574135","12870","1260","433","70324","Partner","false","Italian","https://www.twitch.tv/fnrax"
"46","https://static-cdn.jtvnw.net/jtv_user_pictures/058ee082-68f4-417b-8f8b-8c3ad42468ac-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TheBurntPeanut","5333700","180","36637","29632","2365227","Partner","false","English","https://www.twitch.tv/theburntpeanut"
"47","https://static-cdn.jtvnw.net/jtv_user_pictures/210e4120-b337-4ee1-af9b-731cccfca85c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Loserfruit","5249295","6765","1693","776","3030676","Partner","false","English","https://www.twitch.tv/loserfruit"
"48","https://static-cdn.jtvnw.net/jtv_user_pictures/792a8905-cd57-4160-8331-c9bc035393d3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","RealzBlueWater","5164830","990","8486","5217","286009","Partner","false","English","https://www.twitch.tv/realzbluewater"
"49","https://static-cdn.jtvnw.net/jtv_user_pictures/0831c729-0c63-4817-afd4-d1c52cf12217-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MIRWANA","5138925","2610","5742","1969","321278","Partner","false","Russian","https://www.twitch.tv/mirwana"
"50","https://static-cdn.jtvnw.net/jtv_user_pictures/a6bd8693-baa9-44d4-980f-99b27667138c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Fredoxie","5104110","5580","2332","915","93252","Partner","false","Danish","https://www.twitch.tv/fredoxie"
